filename,x_from,y_from,width,height,sign_class,sign_id,sign_class_id
autosave01_02_2012_09_13_33.jpg,649,376,18,18,2_1,0,1
autosave01_02_2012_09_13_34.jpg,671,356,20,21,2_1,0,1
autosave01_02_2012_09_13_35.jpg,711,332,27,26,2_1,0,1
autosave01_02_2012_09_13_36.jpg,764,290,37,36,2_1,0,1
autosave01_02_2012_09_13_36.jpg,684,384,17,17,1_23,1,2
autosave01_02_2012_09_13_37.jpg,876,200,56,57,2_1,0,1
autosave01_02_2012_09_13_37.jpg,705,377,22,21,1_23,1,2
autosave01_02_2012_09_13_38.jpg,749,353,26,25,1_23,1,2
autosave01_02_2012_09_13_39.jpg,840,299,42,46,1_23,1,2
autosave01_02_2012_09_13_42.jpg,698,331,18,18,1_17,2,3
autosave01_02_2012_09_13_42.jpg,700,352,18,17,1_23,3,2
autosave01_02_2012_09_13_43.jpg,746,291,25,26,1_17,2,3
autosave01_02_2012_09_13_43.jpg,749,320,26,24,1_23,3,2
autosave01_02_2012_09_13_43.jpg,751,360,21,23,3_24_n40,4,4
autosave01_02_2012_09_13_44.jpg,838,224,36,37,1_17,2,3
autosave01_02_2012_09_13_44.jpg,844,267,38,35,1_23,3,2
autosave01_02_2012_09_13_44.jpg,843,306,41,19,8_2_1,5,5
autosave01_02_2012_09_13_44.jpg,848,328,34,33,3_24_n40,4,4
autosave01_02_2012_09_13_45.jpg,1076,32,75,70,1_17,2,3
autosave01_02_2012_09_13_45.jpg,1085,113,78,67,1_23,3,2
autosave01_02_2012_09_13_45.jpg,1085,186,80,31,8_2_1,5,5
autosave01_02_2012_09_13_47.jpg,702,339,19,19,5_20,6,6
autosave01_02_2012_09_13_48.jpg,731,320,24,23,5_20,6,6
autosave01_02_2012_09_13_48.jpg,735,345,20,21,3_24_n20,7,7
autosave01_02_2012_09_13_49.jpg,780,279,35,33,5_20,6,6
autosave01_02_2012_09_13_49.jpg,787,313,27,26,3_24_n20,7,7
autosave01_02_2012_09_13_49.jpg,786,341,36,18,8_2_1,8,5
autosave01_02_2012_09_13_50.jpg,870,199,53,48,5_20,6,6
autosave01_02_2012_09_13_50.jpg,878,249,47,45,3_24_n20,7,7
autosave01_02_2012_09_13_50.jpg,880,295,56,26,8_2_1,8,5
autosave01_02_2012_09_13_51.jpg,1102,0,96,73,5_20,6,6
autosave01_02_2012_09_13_51.jpg,1124,169,111,48,8_2_1,8,5
autosave01_02_2012_09_13_54.jpg,668,379,17,16,5_19_1,9,8
autosave01_02_2012_09_13_54.jpg,143,372,26,35,5_16,10,9
autosave01_02_2012_09_13_54.jpg,374,405,17,17,5_19_1,11,8
autosave01_02_2012_09_13_55.jpg,688,375,19,19,5_19_1,9,8
autosave01_02_2012_09_13_55.jpg,6,355,33,45,5_16,10,9
autosave01_02_2012_09_13_55.jpg,357,405,17,17,5_19_1,11,8
autosave01_02_2012_09_13_57.jpg,739,347,27,28,5_19_1,9,8
autosave01_02_2012_09_13_57.jpg,248,392,26,26,5_19_1,11,8
autosave01_02_2012_09_13_58.jpg,799,310,38,37,5_19_1,9,8
autosave01_02_2012_09_13_58.jpg,143,374,34,32,5_19_1,11,8
autosave01_02_2012_09_13_59.jpg,989,199,65,62,5_19_1,9,8
autosave01_02_2012_09_13_59.jpg,683,338,16,24,5_16,12,9
autosave01_02_2012_09_14_00.jpg,716,310,21,35,5_16,12,9
autosave01_02_2012_09_14_01.jpg,867,178,55,74,5_16,12,9
autosave01_02_2012_09_14_01.jpg,697,368,20,19,5_20,13,6
autosave01_02_2012_09_14_02.jpg,950,104,69,98,5_16,12,9
autosave01_02_2012_09_14_02.jpg,703,366,21,20,5_20,13,6
autosave01_02_2012_09_14_03.jpg,729,352,25,24,5_20,13,6
autosave01_02_2012_09_14_04.jpg,753,343,29,28,5_20,13,6
autosave01_02_2012_09_14_05.jpg,788,320,36,35,5_20,13,6
autosave01_02_2012_09_14_06.jpg,857,282,47,44,5_20,13,6
autosave01_02_2012_09_14_07.jpg,1000,212,78,65,5_20,13,6
autosave01_02_2012_09_14_12.jpg,709,372,21,21,3_25_n20,14,10
autosave01_02_2012_09_14_13.jpg,744,345,27,28,3_25_n20,14,10
autosave01_02_2012_09_15_16.jpg,720,361,27,25,5_19_1,15,8
autosave01_02_2012_09_15_17.jpg,729,348,27,25,5_19_1,15,8
autosave01_02_2012_09_15_18.jpg,744,340,29,30,5_19_1,15,8
autosave01_02_2012_09_15_19.jpg,767,329,32,31,5_19_1,15,8
autosave01_02_2012_09_15_19.jpg,706,363,17,23,5_16,16,9
autosave01_02_2012_09_15_20.jpg,799,310,36,38,5_19_1,15,8
autosave01_02_2012_09_15_20.jpg,718,355,20,25,5_16,16,9
autosave01_02_2012_09_15_20.jpg,142,372,33,35,5_19_1,17,8
autosave01_02_2012_09_15_21.jpg,840,289,41,42,5_19_1,15,8
autosave01_02_2012_09_15_21.jpg,735,348,20,25,5_16,16,9
autosave01_02_2012_09_15_21.jpg,83,362,38,39,5_19_1,17,8
autosave01_02_2012_09_15_22.jpg,895,262,49,47,5_19_1,15,8
autosave01_02_2012_09_15_22.jpg,754,339,21,27,5_16,16,9
autosave01_02_2012_09_15_22.jpg,19,350,42,43,5_19_1,17,8
autosave01_02_2012_09_15_23.jpg,954,233,60,55,5_19_1,15,8
autosave01_02_2012_09_15_23.jpg,771,334,21,27,5_16,16,9
autosave01_02_2012_09_15_24.jpg,1036,189,72,68,5_19_1,15,8
autosave01_02_2012_09_15_24.jpg,787,323,22,28,5_16,16,9
autosave01_02_2012_09_15_25.jpg,1150,129,94,81,5_19_1,15,8
autosave01_02_2012_09_15_25.jpg,808,317,23,29,5_16,16,9
autosave01_02_2012_09_15_26.jpg,818,312,26,32,5_16,16,9
autosave01_02_2012_09_15_27.jpg,826,307,26,36,5_16,16,9
autosave01_02_2012_09_15_28.jpg,835,306,26,36,5_16,16,9
autosave01_02_2012_09_15_29.jpg,845,307,28,38,5_16,16,9
autosave01_02_2012_09_15_30.jpg,882,290,32,41,5_16,16,9
autosave01_02_2012_09_15_31.jpg,942,256,36,50,5_16,16,9
autosave01_02_2012_09_15_32.jpg,1024,210,43,62,5_16,16,9
autosave01_02_2012_09_15_33.jpg,1139,151,60,79,5_16,16,9
autosave01_02_2012_09_16_34.jpg,873,164,92,36,6_16,18,11
autosave01_02_2012_09_16_34.jpg,892,94,43,65,2_1,19,1
autosave01_02_2012_09_16_35.jpg,933,97,110,47,6_16,18,11
autosave01_02_2012_09_16_35.jpg,957,11,45,87,2_1,19,1
autosave01_02_2012_09_16_49.jpg,826,277,37,49,7_15,20,12
autosave01_02_2012_09_16_50.jpg,937,210,59,72,7_15,20,12
autosave01_02_2012_09_16_51.jpg,1117,90,81,107,7_15,20,12
autosave01_02_2012_09_16_55.jpg,696,332,29,29,2_2,21,13
autosave01_02_2012_09_16_56.jpg,720,315,31,31,2_2,21,13
autosave01_02_2012_09_16_57.jpg,170,421,22,21,5_19_1,22,8
autosave01_02_2012_09_16_58.jpg,154,416,23,21,5_19_1,22,8
autosave01_02_2012_09_16_59.jpg,143,415,22,21,5_19_1,22,8
autosave01_02_2012_09_17_00.jpg,136,417,23,23,5_19_1,22,8
autosave01_02_2012_09_17_01.jpg,768,296,39,36,2_2,21,13
autosave01_02_2012_09_17_01.jpg,730,308,16,19,2_4,23,14
autosave01_02_2012_09_17_02.jpg,782,280,45,42,2_2,21,13
autosave01_02_2012_09_17_02.jpg,732,300,16,19,2_4,23,14
autosave01_02_2012_09_17_03.jpg,805,263,50,47,2_2,21,13
autosave01_02_2012_09_17_03.jpg,736,295,20,23,2_4,23,14
autosave01_02_2012_09_17_04.jpg,747,285,20,23,2_4,23,14
autosave01_02_2012_09_17_04.jpg,751,315,22,24,8_13_1,24,15
autosave01_02_2012_09_17_05.jpg,908,179,82,78,2_2,21,13
autosave01_02_2012_09_17_05.jpg,752,275,20,24,2_4,23,14
autosave01_02_2012_09_17_05.jpg,756,312,24,25,8_13_1,24,15
autosave01_02_2012_09_17_05.jpg,805,332,29,29,5_19_1,25,8
autosave01_02_2012_09_17_06.jpg,1074,27,130,124,2_2,21,13
autosave01_02_2012_09_17_06.jpg,764,253,22,25,2_4,23,14
autosave01_02_2012_09_17_06.jpg,770,292,26,25,8_13_1,24,15
autosave01_02_2012_09_17_06.jpg,835,310,35,34,5_19_1,25,8
autosave01_02_2012_09_17_07.jpg,774,223,28,30,2_4,23,14
autosave01_02_2012_09_17_07.jpg,781,271,30,29,8_13_1,24,15
autosave01_02_2012_09_17_07.jpg,874,282,42,43,5_19_1,25,8
autosave01_02_2012_09_17_08.jpg,794,178,37,37,2_4,23,14
autosave01_02_2012_09_17_08.jpg,805,237,38,38,8_13_1,24,15
autosave01_02_2012_09_17_08.jpg,951,237,55,57,5_19_1,25,8
autosave01_02_2012_09_17_09.jpg,825,99,48,52,2_4,23,14
autosave01_02_2012_09_17_09.jpg,840,175,45,47,8_13_1,24,15
autosave01_02_2012_09_17_09.jpg,1104,129,89,86,5_19_1,25,8
autosave01_02_2012_09_17_09.jpg,392,366,25,25,4_2_1,26,16
autosave01_02_2012_09_17_10.jpg,870,0,63,65,2_4,23,14
autosave01_02_2012_09_17_11.jpg,190,351,39,39,4_2_1,26,16
autosave01_02_2012_09_17_21.jpg,265,358,21,24,2_1,27,1
autosave01_02_2012_09_17_21.jpg,278,390,21,22,5_19_1,28,8
autosave01_02_2012_09_17_22.jpg,462,342,21,23,2_1,27,1
autosave01_02_2012_09_17_22.jpg,474,375,20,21,5_19_1,28,8
autosave01_02_2012_09_17_23.jpg,647,321,22,27,2_1,27,1
autosave01_02_2012_09_17_23.jpg,663,358,22,24,5_19_1,28,8
autosave01_02_2012_09_17_24.jpg,814,293,27,32,2_1,27,1
autosave01_02_2012_09_17_24.jpg,838,333,29,32,5_19_1,28,8
autosave01_02_2012_09_17_24.jpg,470,377,19,18,5_19_1,29,8
autosave01_02_2012_09_17_25.jpg,968,257,37,38,2_1,27,1
autosave01_02_2012_09_17_25.jpg,1024,300,39,41,5_19_1,28,8
autosave01_02_2012_09_17_25.jpg,549,366,20,21,5_19_1,29,8
autosave01_02_2012_09_17_26.jpg,1046,201,54,50,2_1,27,1
autosave01_02_2012_09_17_26.jpg,1164,243,58,55,5_19_1,28,8
autosave01_02_2012_09_17_27.jpg,1015,130,76,70,2_1,27,1
autosave01_02_2012_09_17_42.jpg,265,392,17,23,5_16,30,9
autosave01_02_2012_09_17_43.jpg,35,361,30,42,5_16,30,9
autosave01_02_2012_09_17_43.jpg,683,375,17,18,5_19_1,31,8
autosave01_02_2012_09_17_43.jpg,367,407,16,16,5_19_1,32,8
autosave01_02_2012_09_17_44.jpg,737,348,25,25,5_19_1,31,8
autosave01_02_2012_09_17_44.jpg,286,397,23,22,5_19_1,32,8
autosave01_02_2012_09_17_45.jpg,865,284,45,43,5_19_1,31,8
autosave01_02_2012_09_17_45.jpg,93,378,33,35,5_19_1,32,8
autosave01_02_2012_09_17_47.jpg,703,363,16,22,5_16,33,9
autosave01_02_2012_09_17_48.jpg,791,312,27,37,5_16,33,9
autosave01_02_2012_09_17_49.jpg,1200,90,79,104,5_16,33,9
autosave01_02_2012_09_18_20.jpg,770,359,17,19,1_20_3,34,17
autosave01_02_2012_09_18_20.jpg,769,379,21,20,1_25,35,18
autosave01_02_2012_09_18_21.jpg,882,312,28,28,1_20_3,34,17
autosave01_02_2012_09_18_21.jpg,880,342,34,33,1_25,35,18
autosave01_02_2012_09_18_26.jpg,227,375,20,29,5_16,36,9
autosave01_02_2012_09_18_26.jpg,657,367,17,18,5_19_1,37,8
autosave01_02_2012_09_18_26.jpg,344,402,16,17,5_19_1,38,8
autosave01_02_2012_09_18_27.jpg,82,357,25,39,5_16,36,9
autosave01_02_2012_09_18_27.jpg,680,355,21,22,5_19_1,37,8
autosave01_02_2012_09_18_27.jpg,296,397,18,19,5_19_1,38,8
autosave01_02_2012_09_18_28.jpg,716,338,27,30,5_19_1,37,8
autosave01_02_2012_09_18_28.jpg,223,390,21,25,5_19_1,38,8
autosave01_02_2012_09_18_29.jpg,827,269,49,47,5_19_1,37,8
autosave01_02_2012_09_18_30.jpg,885,226,64,62,5_19_1,37,8
autosave01_02_2012_09_18_30.jpg,652,358,18,27,5_16,39,9
autosave01_02_2012_09_18_30.jpg,633,360,16,17,2_1,40,1
autosave01_02_2012_09_18_31.jpg,701,312,27,43,5_16,39,9
autosave01_02_2012_09_18_31.jpg,648,342,20,21,2_1,40,1
autosave01_02_2012_09_18_31.jpg,651,364,16,16,3_4_n8,41,19
autosave01_02_2012_09_18_32.jpg,714,299,32,48,5_16,39,9
autosave01_02_2012_09_18_32.jpg,652,337,20,21,2_1,40,1
autosave01_02_2012_09_18_33.jpg,782,215,52,77,5_16,39,9
autosave01_02_2012_09_18_33.jpg,659,318,24,26,2_1,40,1
autosave01_02_2012_09_18_33.jpg,663,345,20,22,3_4_n8,41,19
autosave01_02_2012_09_18_34.jpg,1030,0,117,137,5_16,39,9
autosave01_02_2012_09_18_34.jpg,673,297,33,35,2_1,40,1
autosave01_02_2012_09_18_34.jpg,680,333,25,25,3_4_n8,41,19
autosave01_02_2012_09_18_35.jpg,697,276,41,42,2_1,40,1
autosave01_02_2012_09_18_35.jpg,706,319,28,27,3_4_n8,41,19
autosave01_02_2012_09_18_35.jpg,706,348,32,17,8_3_2,42,20
autosave01_02_2012_09_18_36.jpg,733,239,49,49,2_1,40,1
autosave01_02_2012_09_18_36.jpg,741,291,37,37,3_4_n8,41,19
autosave01_02_2012_09_18_36.jpg,742,330,43,21,8_3_2,42,20
autosave01_02_2012_09_18_37.jpg,780,182,67,67,2_1,40,1
autosave01_02_2012_09_18_37.jpg,793,251,49,45,3_4_n8,41,19
autosave01_02_2012_09_18_37.jpg,796,298,51,26,8_3_2,42,20
autosave01_02_2012_09_18_38.jpg,859,86,94,94,2_1,40,1
autosave01_02_2012_09_18_38.jpg,878,183,66,65,3_4_n8,41,19
autosave01_02_2012_09_18_38.jpg,883,242,72,40,8_3_2,42,20
autosave01_02_2012_09_18_39.jpg,1086,0,116,109,3_4_n8,41,19
autosave01_02_2012_09_18_39.jpg,1090,104,129,66,8_3_2,42,20
autosave01_02_2012_09_18_41.jpg,131,381,16,19,3_4_1,43,21
autosave01_02_2012_09_18_41.jpg,130,402,19,21,5_19_1,44,8
autosave01_02_2012_09_18_42.jpg,29,365,20,24,3_4_1,43,21
autosave01_02_2012_09_18_42.jpg,28,390,25,26,5_19_1,44,8
autosave01_02_2012_09_18_42.jpg,616,346,18,16,2_4,45,14
autosave01_02_2012_09_18_43.jpg,622,337,16,16,2_4,45,14
autosave01_02_2012_09_18_44.jpg,622,322,22,20,2_4,45,14
autosave01_02_2012_09_18_44.jpg,625,344,16,17,4_1_6,46,22
autosave01_02_2012_09_18_45.jpg,625,307,22,20,2_4,45,14
autosave01_02_2012_09_18_45.jpg,628,328,18,21,4_1_6,46,22
autosave01_02_2012_09_18_46.jpg,627,300,25,23,2_4,45,14
autosave01_02_2012_09_18_46.jpg,630,324,22,21,4_1_6,46,22
autosave01_02_2012_09_18_47.jpg,635,294,25,23,2_4,45,14
autosave01_02_2012_09_18_47.jpg,637,318,22,21,4_1_6,46,22
autosave01_02_2012_09_18_48.jpg,639,292,28,25,2_4,45,14
autosave01_02_2012_09_18_48.jpg,643,319,24,22,4_1_6,46,22
autosave01_02_2012_09_18_49.jpg,643,287,28,25,2_4,45,14
autosave01_02_2012_09_18_49.jpg,645,313,26,24,4_1_6,46,22
autosave01_02_2012_09_18_50.jpg,647,281,28,26,2_4,45,14
autosave01_02_2012_09_18_50.jpg,648,308,26,24,4_1_6,46,22
autosave01_02_2012_09_18_52.jpg,655,275,29,27,2_4,45,14
autosave01_02_2012_09_18_52.jpg,658,305,26,24,4_1_6,46,22
autosave01_02_2012_09_18_53.jpg,656,274,30,27,2_4,45,14
autosave01_02_2012_09_18_53.jpg,659,302,26,24,4_1_6,46,22
autosave01_02_2012_09_18_54.jpg,657,274,30,27,2_4,45,14
autosave01_02_2012_09_18_54.jpg,661,302,26,24,4_1_6,46,22
autosave01_02_2012_09_18_55.jpg,658,269,30,27,2_4,45,14
autosave01_02_2012_09_18_55.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_18_56.jpg,658,265,31,30,2_4,45,14
autosave01_02_2012_09_18_56.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_18_57.jpg,660,269,31,30,2_4,45,14
autosave01_02_2012_09_18_57.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_18_59.jpg,660,269,31,30,2_4,45,14
autosave01_02_2012_09_18_59.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_19_00.jpg,660,269,31,30,2_4,45,14
autosave01_02_2012_09_19_00.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_19_02.jpg,660,269,31,30,2_4,45,14
autosave01_02_2012_09_19_02.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_19_04.jpg,660,269,31,30,2_4,45,14
autosave01_02_2012_09_19_04.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_19_07.jpg,660,269,31,30,2_4,45,14
autosave01_02_2012_09_19_07.jpg,663,298,26,25,4_1_6,46,22
autosave01_02_2012_09_19_12.jpg,661,271,31,30,2_4,45,14
autosave01_02_2012_09_19_12.jpg,666,302,28,28,4_1_6,46,22
autosave01_02_2012_09_19_13.jpg,661,264,32,34,2_4,45,14
autosave01_02_2012_09_19_13.jpg,666,299,28,28,4_1_6,46,22
autosave01_02_2012_09_19_14.jpg,662,233,37,38,2_4,45,14
autosave01_02_2012_09_19_14.jpg,668,272,33,35,4_1_6,46,22
autosave01_02_2012_09_19_15.jpg,677,164,47,48,2_4,45,14
autosave01_02_2012_09_19_15.jpg,684,213,43,42,4_1_6,46,22
autosave01_02_2012_09_19_16.jpg,712,56,72,67,2_4,45,14
autosave01_02_2012_09_19_16.jpg,726,125,64,57,4_1_6,46,22
autosave01_02_2012_09_19_39.jpg,974,319,25,24,4_2_3,47,23
autosave01_02_2012_09_19_44.jpg,845,349,19,19,4_1_1,48,24
autosave01_02_2012_09_19_56.jpg,1025,349,30,24,1_33,49,25
autosave01_02_2012_09_19_57.jpg,960,314,22,23,4_2_3,50,23
autosave01_02_2012_09_20_13.jpg,851,366,22,21,5_15_5,51,26
autosave01_02_2012_09_20_13.jpg,759,374,17,17,2_1,52,1
autosave01_02_2012_09_20_14.jpg,996,333,32,32,5_15_5,51,26
autosave01_02_2012_09_20_14.jpg,812,359,23,22,2_1,52,1
autosave01_02_2012_09_20_15.jpg,911,323,33,33,2_1,52,1
autosave01_02_2012_09_20_15.jpg,918,356,24,24,4_1_1,53,24
autosave01_02_2012_09_20_19.jpg,785,368,19,19,2_1,54,1
autosave01_02_2012_09_20_20.jpg,867,342,25,23,2_1,54,1
autosave01_02_2012_09_20_23.jpg,790,364,18,17,2_1,55,1
autosave01_02_2012_09_20_24.jpg,826,354,20,20,2_1,55,1
autosave01_02_2012_09_20_25.jpg,947,310,28,28,2_1,55,1
autosave01_02_2012_09_20_30.jpg,792,366,23,23,2_1,56,1
autosave01_02_2012_09_20_33.jpg,752,370,16,18,3_27,57,27
autosave01_02_2012_09_20_34.jpg,824,320,19,26,4_2_3,58,23
autosave01_02_2012_09_20_34.jpg,823,347,25,27,3_27,57,27
autosave01_02_2012_09_20_35.jpg,1094,205,29,54,4_2_3,58,23
autosave01_02_2012_09_20_35.jpg,1083,262,58,52,3_27,57,27
autosave01_02_2012_09_20_37.jpg,773,378,18,20,1_15,59,28
autosave01_02_2012_09_20_38.jpg,877,350,30,29,1_15,59,28
autosave01_02_2012_09_20_39.jpg,1211,254,68,65,1_15,59,28
autosave01_02_2012_09_21_24.jpg,744,346,17,19,4_2_3,60,23
autosave01_02_2012_09_21_26.jpg,969,251,38,40,4_2_3,60,23
autosave01_02_2012_09_21_30.jpg,809,328,20,22,2_2,61,13
autosave01_02_2012_09_21_30.jpg,813,351,16,16,2_4,62,14
autosave01_02_2012_09_21_30.jpg,816,368,17,17,4_1_2_1,63,29
autosave01_02_2012_09_21_31.jpg,962,246,32,33,2_2,61,13
autosave01_02_2012_09_21_31.jpg,970,279,28,28,2_4,62,14
autosave01_02_2012_09_21_31.jpg,976,310,29,32,4_1_2_1,63,29
autosave01_02_2012_09_21_35.jpg,1082,310,29,37,5_16,64,9
autosave01_02_2012_09_21_37.jpg,770,312,25,24,3_27,65,27
autosave01_02_2012_09_21_38.jpg,832,274,32,31,3_27,65,27
autosave01_02_2012_09_21_40.jpg,767,360,23,24,6_3_1,66,30
autosave01_02_2012_09_21_41.jpg,817,350,25,27,6_3_1,66,30
autosave01_02_2012_09_21_42.jpg,1045,266,55,53,6_3_1,66,30
autosave01_02_2012_09_21_42.jpg,1054,322,55,24,8_1_1,67,31
autosave01_02_2012_09_21_46.jpg,747,377,23,24,2_1,68,1
autosave01_02_2012_09_21_47.jpg,857,351,36,38,2_1,68,1
autosave01_02_2012_09_21_48.jpg,1019,304,56,57,2_1,68,1
autosave01_02_2012_09_21_51.jpg,890,357,20,22,3_4_1,69,21
autosave01_02_2012_09_21_51.jpg,709,363,16,18,3_27,70,27
autosave01_02_2012_09_21_52.jpg,1084,300,34,34,3_4_1,69,21
autosave01_02_2012_09_21_52.jpg,764,325,23,23,3_27,70,27
autosave01_02_2012_09_21_52.jpg,766,349,23,23,4_2_3,71,23
autosave01_02_2012_09_21_53.jpg,904,263,39,37,3_27,70,27
autosave01_02_2012_09_21_54.jpg,880,362,24,23,4_2_1,72,16
autosave01_02_2012_09_21_55.jpg,1087,301,42,44,4_2_1,72,16
autosave01_02_2012_09_22_02.jpg,742,353,17,20,2_4,73,14
autosave01_02_2012_09_22_02.jpg,745,374,16,16,4_1_2_1,74,29
autosave01_02_2012_09_22_03.jpg,791,341,24,25,2_4,73,14
autosave01_02_2012_09_22_03.jpg,798,370,20,20,4_1_2_1,74,29
autosave01_02_2012_09_22_03.jpg,725,383,19,19,5_15_5,75,26
autosave01_02_2012_09_22_04.jpg,913,295,34,36,2_4,73,14
autosave01_02_2012_09_22_04.jpg,920,337,28,32,4_1_2_1,74,29
autosave01_02_2012_09_22_04.jpg,781,364,22,23,5_15_5,75,26
autosave01_02_2012_09_22_05.jpg,886,339,35,38,5_15_5,75,26
autosave01_02_2012_09_22_15.jpg,661,365,23,22,6_7,76,32
autosave01_02_2012_09_22_16.jpg,693,343,29,29,6_7,76,32
autosave01_02_2012_09_22_18.jpg,883,179,91,84,6_7,76,32
autosave01_02_2012_09_22_30.jpg,689,386,18,20,5_16,77,9
autosave01_02_2012_09_22_31.jpg,689,386,17,20,5_16,77,9
autosave01_02_2012_09_22_32.jpg,696,375,17,20,5_16,77,9
autosave01_02_2012_09_22_33.jpg,707,371,19,22,5_16,77,9
autosave01_02_2012_09_22_34.jpg,722,371,18,24,5_16,77,9
autosave01_02_2012_09_22_35.jpg,736,361,19,25,5_16,77,9
autosave01_02_2012_09_22_36.jpg,755,346,24,30,5_16,77,9
autosave01_02_2012_09_22_37.jpg,779,335,26,35,5_16,77,9
autosave01_02_2012_09_22_37.jpg,660,384,16,19,5_15_3,78,33
autosave01_02_2012_09_22_38.jpg,807,324,30,41,5_16,77,9
autosave01_02_2012_09_22_38.jpg,661,385,16,19,5_15_3,78,33
autosave01_02_2012_09_22_39.jpg,863,294,40,54,5_16,77,9
autosave01_02_2012_09_22_40.jpg,981,214,60,81,5_16,77,9
autosave01_02_2012_09_22_41.jpg,685,358,24,25,5_15_3,78,33
autosave01_02_2012_09_22_42.jpg,710,338,38,35,5_15_3,78,33
autosave01_02_2012_09_22_43.jpg,761,293,49,47,5_15_3,78,33
autosave01_02_2012_09_22_44.jpg,871,213,79,71,5_15_3,78,33
autosave01_02_2012_09_22_47.jpg,651,382,16,19,7_3,79,34
autosave01_02_2012_09_22_48.jpg,661,380,17,23,7_3,79,34
autosave01_02_2012_09_22_49.jpg,672,370,19,25,7_3,79,34
autosave01_02_2012_09_22_50.jpg,686,369,20,28,7_3,79,34
autosave01_02_2012_09_22_51.jpg,704,364,24,34,7_3,79,34
autosave01_02_2012_09_22_52.jpg,726,346,30,42,7_3,79,34
autosave01_02_2012_09_22_53.jpg,771,317,38,51,7_3,79,34
autosave01_02_2012_09_22_54.jpg,851,273,53,70,7_3,79,34
autosave01_02_2012_09_22_55.jpg,971,198,85,109,7_3,79,34
autosave01_02_2012_09_22_58.jpg,669,375,18,23,4_2_3,80,23
autosave01_02_2012_09_22_59.jpg,699,369,23,24,4_2_3,80,23
autosave01_02_2012_09_23_00.jpg,730,359,25,27,4_2_3,80,23
autosave01_02_2012_09_23_01.jpg,753,347,29,30,4_2_3,80,23
